Kepler-226 b,Not A Binary,,0.14125,3.940997,,,,,Kepler-226,1017.85,0.912,0.802,5571,,Confirmed planets
Kepler-226 d,Not A Binary,,0.11118,8.109044,,,,,Kepler-226,1017.85,0.912,0.802,5571,,Confirmed planets
Kepler-1404 b,Not A Binary,,0.179,15.9314739,,,,,Kepler-1404,,0.84,0.8,5261,,Confirmed planets
Kepler-1100 b,Not A Binary,,0.156,6.42200058,,,,,Kepler-1100,,1.21,1.34,6247,,Confirmed planets
Kepler-15 b,Not A Binary,0.66,0.96,4.942782,0.05714,,1027.9,,Kepler-15,,1,0.98,5514,,Confirmed planets
Kepler-1065 b,Not A Binary,,0.333,3.60930891,,,,,Kepler-1065,,0.94,0.93,5635,,Confirmed planets
Kepler-1065 c,Not A Binary,,0.143,2.37030743,,,,,Kepler-1065,,0.94,0.93,5635,,Confirmed planets
FL Lyr b,P-type Binary,,,,,,,,FL Lyr,130,,,,,"Controversial, Planets in binary systems, P-type"
Kepler-751 b,Not A Binary,,0.219,17.44490636,,,,,Kepler-751,,0.87,0.84,5387,,Confirmed planets
Kepler-1376 b,Not A Binary,,0.094,5.30880656,,,,,Kepler-1376,,0.98,0.97,5659,,Confirmed planets
Kepler-214 c,Not A Binary,,0.19411,28.7798,,,,,Kepler-214,1070.66,1.15,1.352,6169,,Confirmed planets
Kepler-214 b,Not A Binary,,0.23785,15.660544,,,,,Kepler-214,1070.66,1.15,1.352,6169,,Confirmed planets
Kepler-663 b,Not A Binary,,0.232,4.99678284,,,,,Kepler-663,,0.86,0.82,5264,,Confirmed planets
Kepler-18 b,Not A Binary,0.0217,0.179,3.504725,0.0447,,1181.7,,Kepler-18,,0.972,1.108,5383,,Confirmed planets
Kepler-18 c,Not A Binary,0.054,0.49,7.64159,0.0752,,911.1,,Kepler-18,,0.972,1.108,5383,,Confirmed planets
Kepler-18 d,Not A Binary,0.052,0.62,14.85888,0.1172,,729.8,,Kepler-18,,0.972,1.108,5383,,Confirmed planets
Kepler-1554 b,Not A Binary,,0.259,198.088774,,,,,Kepler-1554,,0.84,0.81,5297,,Confirmed planets
HD 13931 b,Not A Binary,1.88,,4218,5.15,0.02,,,HD 13931,44.2,1.022,1.23,5829,8.4,Confirmed planets
EPIC 201736247 b,Not A Binary,,0.228,11.8104,0.091,,676,,EPIC 201736247,437,0.72,0.68,5131,,Confirmed planets
HD 134987 b,Not A Binary,1.59,,258.19,0.81,0.233,313.3,,HD 134987,22.2,1.07,1.25,5740,,Confirmed planets
HD 134987 c,Not A Binary,0.82,,5000,5.8,0.12,117.4,,HD 134987,22.2,1.07,1.25,5740,,Confirmed planets
Kepler-324 c,Not A Binary,,0.28706,51.805612,,,,,Kepler-324,510.66,0.85,0.84,5194,,Confirmed planets
Kepler-324 b,Not A Binary,,0.10389,4.385315,,,,,Kepler-324,510.66,0.85,0.84,5194,,Confirmed planets
MOA-2009-BLG-319 b,Not A Binary,0.157,,,2,,,,MOA-2009-BLG-319,6100,0.38,,5150,,Confirmed planets
HD 171238 b,Not A Binary,2.6,,1523,2.54,0.4,152.4,,HD 171238,50.28,0.943,,5467,,Confirmed planets
WASP-46 b,Not A Binary,2.101,1.31,1.43037,0.02448,0,1516.6,,WASP-46,,0.956,0.917,5620,,Confirmed planets
HR 810 b,Not A Binary,2.26,,320.1,0.925,0.161,373.3,,HR 810,17.17,1.11,1.85,5997,,Confirmed planets
WASP-34 b,Not A Binary,0.59,1.22,4.3176782,0.0524,0.038,1058.7,,WASP-34,120,1.01,0.93,5700,,Confirmed planets
mu Leo b,Not A Binary,2.4,,357.8,1.1,0.09,,,mu Leo,38.05,1.5,11.4,4538.2,3.35,Confirmed planets
Gliese 433 b,Not A Binary,0.0167,,7.3697,0.06,0.05,416.2,,Gliese 433,9.04,0.48,,3600,,Confirmed planets
Gliese 433 c,Not A Binary,0.1416,,3400,3.6,0.08,,,Gliese 433,9.04,0.48,,3600,,Controversial
Kepler-802 b,Not A Binary,,0.316,40.0587473,,,,,Kepler-802,,0.93,0.9,5507,,Confirmed planets
Kepler-1555 b,Not A Binary,,0.144,8.10501635,,,,,Kepler-1555,,1.04,1.06,5866,,Confirmed planets
Kepler-1246 b,Not A Binary,,0.121,11.32271513,,,,,Kepler-1246,,0.73,0.69,4611,,Confirmed planets
CoRoT-9 b,Not A Binary,0.84,1.05,95.2738,0.407,0.11,376.6,,CoRoT-9,460,0.99,0.94,5625,,Confirmed planets
Kepler-586 b,Not A Binary,,0.249,2.10472218,,,,,Kepler-586,,0.94,0.92,5575,,Confirmed planets
Kepler-1027 b,Not A Binary,,0.079,1.9078052,,,,,Kepler-1027,,0.91,0.82,5436,,Confirmed planets
Kepler-511 b,Not A Binary,,0.567,296.637865,,,,,Kepler-511,,1,1.2,5770,,Confirmed planets
Kepler-24 c,Not A Binary,,0.36179,12.33336,,,,,Kepler-24,1462.04,1.02,1.289,5897,,Confirmed planets
Kepler-24 b,Not A Binary,,0.31258,8.145207,,,,,Kepler-24,1462.04,1.02,1.289,5897,,Confirmed planets
Kepler-24 e,Not A Binary,,0.25334,18.998355,,,,,Kepler-24,1462.04,1.02,1.289,5897,,Confirmed planets
Kepler-24 d,Not A Binary,,0.15219,4.244384,,,,,Kepler-24,1462.04,1.02,1.289,5897,,Confirmed planets
Kepler-1216 b,Not A Binary,,0.124,4.37034536,,,,,Kepler-1216,,0.99,0.98,5743,,Confirmed planets
WASP-10 b,Not A Binary,3.06,1.08,3.0927616,0.0371,0.057,946.8,,WASP-10,90,0.71,0.783,4675,,Confirmed planets
Kepler-53 b,Not A Binary,,0.25608,18.649113,,,,,Kepler-53,1430.64,1.065,0.958,6085,,Confirmed planets
Kepler-53 d,Not A Binary,,0.1932,9.751962,,,,,Kepler-53,1430.64,1.065,0.958,6085,,Confirmed planets
Kepler-53 c,Not A Binary,,0.33992,38.558585,,,,,Kepler-53,1430.64,1.065,0.958,6085,,Confirmed planets
Kepler-616 b,Not A Binary,,0.217,9.99761851,,,,,Kepler-616,,0.98,0.97,5753,,Confirmed planets
Kepler-616 c,Not A Binary,,0.304,90.4113556,,,,,Kepler-616,,0.98,0.97,5753,,Confirmed planets
Kepler-738 b,Not A Binary,,0.223,24.58721573,,,,,Kepler-738,,0.86,0.82,5327,,Confirmed planets
Kepler-764 b,Not A Binary,,0.146,7.33683936,,,,,Kepler-764,,0.92,0.89,5557,,Confirmed planets
Kepler-638 b,Not A Binary,,0.163,6.07972888,,,,,Kepler-638,,0.88,0.93,5382,,Confirmed planets
Kepler-1543 b,Not A Binary,,0.242,6.96710269,,,,,Kepler-1543,,1.39,1.65,6561,,Confirmed planets
Kepler-1176 b,Not A Binary,,0.219,24.1738579,,,,,Kepler-1176,,1.01,1.02,5844,,Confirmed planets
Kepler-1108 b,Not A Binary,,0.13,4.51005748,,,,,Kepler-1108,,0.88,0.84,5406,,Confirmed planets
Upsilon Andromedae A b,S-type Binary,1.78,,4.61716,0.059408,0.011769,1440.1,,Upsilon Andromedae,13.47,1.27,1.631,6212,3.1,"Confirmed planets, Planets in binary systems, S-type"
Upsilon Andromedae A c,S-type Binary,10.78,,241.02,0.83158,0.247042,375.6,,Upsilon Andromedae,13.47,1.27,1.631,6212,3.1,"Confirmed planets, Planets in binary systems, S-type"
Upsilon Andromedae A d,S-type Binary,8.86,,1282.57,2.533539,0.24909,218,,Upsilon Andromedae,13.47,1.27,1.631,6212,3.1,"Confirmed planets, Planets in binary systems, S-type"
Upsilon Andromedae A e,S-type Binary,1.059,,3848.86,5.2456,0.00536,150.6,,Upsilon Andromedae,13.47,1.27,1.631,6212,3.1,"Controversial, Planets in binary systems, S-type"
Kepler-772 b,Not A Binary,,0.162,12.99207337,,,,,Kepler-772,,0.98,1.11,5714,,Confirmed planets
Kepler-512 b,Not A Binary,,0.24,34.43587975,,,,,Kepler-512,,1.17,1.3,5997,,Confirmed planets
11 UMi b,Not A Binary,11.2,,516.22,1.54,0.08,,,11 UMi,122.1,1.8,24.08,4340,,Confirmed planets
EPIC 201546283 b,Not A Binary,0.09156,0.397,6.77145,,0.16,,,EPIC 201546283,251,0.89,0.85,5320,,Confirmed planets
51 Eri b,S-type Binary,2,1,15000,14,0.21,700,,51 Eri,29.4,1.75,,,0.02,"Confirmed planets, Planets in binary systems, S-type"
Kepler-209 b,Not A Binary,,0.20595,16.087845,,,,,Kepler-209,604.83,0.931,0.935,5513,,Confirmed planets
Kepler-209 c,Not A Binary,,0.2825,41.749882,,,,,Kepler-209,604.83,0.931,0.935,5513,,Confirmed planets
HD 206610 b,Not A Binary,2.2,,610,1.68,0.229,408.1,,HD 206610,194,1.56,6.1,4874,,Confirmed planets
Kepler-1079 b,Not A Binary,,0.145,13.24503188,,,,,Kepler-1079,,1.08,1.36,5758,,Confirmed planets
Kepler-642 b,Not A Binary,,0.259,4.41745855,,,,,Kepler-642,,1.4,1.66,6570,,Confirmed planets
HAT-P-57 b,S-type Binary,,1.413,2.465295,0.0406,0,,,HAT-P-57,303,1.47,1.5,7500,1,"Confirmed planets, Planets in binary systems, S-type"
Kepler-832 b,Not A Binary,,0.184,7.1396941,,,,,Kepler-832,,0.92,0.9,5596,,Confirmed planets
Kepler-74 b,Not A Binary,0.63,0.96,7.340711,0.0781,0,,,Kepler-74,1330,1.18,1.12,6000,0.8,Confirmed planets
Kepler-1014 b,Not A Binary,,0.213,16.57110363,,,,,Kepler-1014,,0.88,0.84,5388,,Confirmed planets
Kepler-1214 b,Not A Binary,,0.211,18.82634264,,,,,Kepler-1214,,0.85,0.8,5130,,Confirmed planets
Kepler-1551 b,Not A Binary,,0.237,24.4973698,,,,,Kepler-1551,,1.14,1.22,6136,,Confirmed planets
Kepler-164 c,Not A Binary,,0.24879,10.945723,,,,,Kepler-164,965.43,1.15,1.148,5888,,Confirmed planets
Kepler-164 d,Not A Binary,,0.22327,28.986769,,,,,Kepler-164,965.43,1.15,1.148,5888,,Confirmed planets
Kepler-164 b,Not A Binary,,0.12849,5.03503,,,,,Kepler-164,965.43,1.15,1.148,5888,,Confirmed planets
Kepler-1321 b,Not A Binary,,0.439,11.12830484,,,,,Kepler-1321,,0.54,0.53,4094,,Confirmed planets
Kepler-1321 c,Not A Binary,,0.214,2.22649109,,,,,Kepler-1321,,0.54,0.53,4094,,Confirmed planets
HATS-2 b,Not A Binary,1.345,1.168,1.354133,0.023,0,1577,,HATS-2,360,0.88,0.89,5227,9.7,Confirmed planets
Kepler-35 (AB) b,P-type Binary,0.127,0.728,131.458,0.60347,0.042,,,Kepler-35,1645,,,,,"Confirmed planets, Planets in binary systems, P-type"
Kepler-516 b,Not A Binary,,0.512,24.85462415,,,,,Kepler-516,,1.62,2.02,7099,,Confirmed planets
2M 044144 b,S-type Binary,9.8,,,,,1800,,2M 044144,145,0.018,,2100,,"Confirmed planets, Planets in binary systems, S-type"
HD 95872 b,Not A Binary,4.6,,4375,5.2,0.06,,,HD 95872,,0.95,,5312,10,Confirmed planets
OGLE-2008-BLG-355L b,Not A Binary,4.6,,,1.7,,,,OGLE-2008-BLG-355L,6800,0.37,,,,Confirmed planets
EPIC 201613023 b,Not A Binary,,0.214,8.28212,0.0802,,1003,,EPIC 201613023,294,1.01,1.01,5800,,Confirmed planets
Kepler-1342 b,Not A Binary,,0.148,2.21571036,,,,,Kepler-1342,,0.93,0.9,5527,,Confirmed planets
Kepler-1186 b,Not A Binary,,0.199,16.07677615,,,,,Kepler-1186,,0.95,0.93,5635,,Confirmed planets
Kepler-1351 b,Not A Binary,,0.058,0.91614077,,,,,Kepler-1351,,0.7,0.67,4439,,Confirmed planets
Kepler-695 b,Not A Binary,,0.822,3.04033042,,,,,Kepler-695,,0.84,0.8,5181,,Confirmed planets
Kepler-33 b,Not A Binary,,0.158566,5.66793,0.0677,,1349.8,,Kepler-33,917.8,1.291,1.82,5904,4.27,Confirmed planets
Kepler-33 c,Not A Binary,0.00252,0.2916,13.17562,0.1189,,1018.5,,Kepler-33,917.8,1.291,1.82,5904,4.27,Confirmed planets
Kepler-33 d,Not A Binary,0.01478,0.487547,21.77596,0.166,,861.5,,Kepler-33,917.8,1.291,1.82,5904,4.27,Confirmed planets
Kepler-33 e,Not A Binary,0.02108,0.366343,31.7844,0.2138,,759.5,,Kepler-33,917.8,1.291,1.82,5904,4.27,Confirmed planets
Kepler-33 f,Not A Binary,0.03618,0.406441,41.02902,0.2535,,697.5,,Kepler-33,917.8,1.291,1.82,5904,4.27,Confirmed planets
Kepler-1230 b,Not A Binary,,0.242,9.95661537,,,,,Kepler-1230,,1.06,1.08,5961,,Confirmed planets
HD 33283 b,Not A Binary,0.33,,18.179,0.168,0.48,695.7,,HD 33283,86,1.24,1.2,5995,,Confirmed planets
Kepler-1002 b,Not A Binary,,0.153,4.33642933,,,,,Kepler-1002,,1.22,1.57,6144,,Confirmed planets
KIC 8540376 b,Not A Binary,,0.366,31.8099,,,,,KIC 8540376,,1.035,1.26,6474,,Confirmed planets
KIC 8540376 c,Not A Binary,,0.214,75.2,,,,,KIC 8540376,,1.035,1.26,6474,,Confirmed planets
SWEEPS-4,Not A Binary,,0.81,4.2,0.055,,,,SWEEPS-4,6600,1.24,1.18,,,Confirmed planets
KIC 3558849 b,Not A Binary,,0.616,1322.3,,,,,KIC 3558849,,0.98,1.005,6175,,Confirmed planets
KOI-4307.01,Not A Binary,,0.2097,160.850816,,,,,KIC 3558849,,0.98,1.005,6175,,Controversial
OGLE-05-390L b,Not A Binary,0.017,,3500,2.1,,,,OGLE-05-390L,6500,0.22,,3840,,Confirmed planets
Kepler-804 b,Not A Binary,,0.173,14.37457351,,,,,Kepler-804,,1.01,1.05,5817,,Confirmed planets
Kepler-804 c,Not A Binary,,0.102,9.65185017,,,,,Kepler-804,,1.01,1.05,5817,,Confirmed planets
Kepler-442 b,Not A Binary,,0.12,112.3053,0.409,,,,Kepler-442,342,0.609,0.598,4402,2.9,Confirmed planets
Kepler-1163 b,Not A Binary,,0.092,6.11786898,,,,,Kepler-1163,,1.22,1.35,6302,,Confirmed planets
Kepler-1324 b,Not A Binary,,0.135,4.11584468,,,,,Kepler-1324,,0.78,0.73,4776,,Confirmed planets
Kepler-1494 b,Not A Binary,,0.274,91.080482,,,,,Kepler-1494,,0.96,0.94,5659,,Confirmed planets
Kepler-868 b,Not A Binary,,0.183,5.03251791,,,,,Kepler-868,,0.93,0.89,5614,,Confirmed planets
Kepler-330 c,Not A Binary,,0.1777,15.955387,,,,,Kepler-330,719.8,0.792,0.722,5117,,Confirmed planets
Kepler-330 b,Not A Binary,,0.12303,8.25978,,,,,Kepler-330,719.8,0.792,0.722,5117,,Confirmed planets
Kepler-309 b,Not A Binary,,0.14216,5.923653,,,,,Kepler-309,581.27,0.666,0.721,4713,,Confirmed planets
Kepler-309 c,Not A Binary,,0.22874,105.356383,,,,,Kepler-309,581.27,0.666,0.721,4713,,Confirmed planets
Kepler-41 b,Not A Binary,0.56,1.04,1.8555582,0.03101,0,,,Kepler-41,771.43,1.12,1.02,5620,4.4,Confirmed planets
WASP-96 b,Not A Binary,0.48,1.2,3.4252602,0.0453,,1285,,WASP-96,,1.06,1.05,5540,8,Confirmed planets
Kepler-1370 b,Not A Binary,,0.164,20.2641684,,,,,Kepler-1370,,1.19,1.29,6202,,Confirmed planets
Kepler-1370 c,Not A Binary,,0.113,7.44142113,,,,,Kepler-1370,,1.19,1.29,6202,,Confirmed planets
MOA-2007-BLG-192-L b,Not A Binary,0.01,,,0.66,,,,MOA-2007-BLG-192-L,700,0.06,,3840,,Confirmed planets
Kepler-154 b,Not A Binary,,0.20595,33.040532,,,,,Kepler-154,882.88,,1.001,5690,,Confirmed planets
Kepler-154 c,Not A Binary,,0.26883,62.303276,,,,,Kepler-154,882.88,,1.001,5690,,Confirmed planets
Kepler-154 d,Not A Binary,,0.343,20.54981883,,,,,Kepler-154,882.88,,1.001,5690,,Confirmed planets
Kepler-154 e,Not A Binary,,0.134,3.93276465,,,,,Kepler-154,882.88,,1.001,5690,,Confirmed planets
Kepler-154 f,Not A Binary,,0.134,9.91935684,,,,,Kepler-154,882.88,,1.001,5690,,Confirmed planets
Kepler-1379 b,Not A Binary,,0.116,0.88184115,,,,,Kepler-1379,,0.83,0.79,5188,,Confirmed planets
Kepler-689 b,Not A Binary,,0.258,22.36656079,,,,,Kepler-689,,0.91,0.88,5518,,Confirmed planets
HAT-P-36 b,Not A Binary,1.832,1.264,1.327,0.0238,0.063,1669.2,,HAT-P-36,317,1.022,1.096,5580,,Confirmed planets
HD 189567 b,Not A Binary,0.0316,,14.275,0.1099,0.23,769.4,,HD 189567,17.7,,,5940,,Confirmed planets
Kepler-1096 b,Not A Binary,,0.111,2.89221751,,,,,Kepler-1096,,0.66,0.63,4306,,Confirmed planets
Kepler-384 b,Not A Binary,,0.10207,22.597053,,,,,Kepler-384,482.52,0.994,0.882,5577,,Confirmed planets
Kepler-384 c,Not A Binary,,0.10298,45.348269,,,,,Kepler-384,482.52,0.994,0.882,5577,,Confirmed planets
Kepler-531 b,Not A Binary,,0.248,29.88485741,,,,,Kepler-531,,0.78,0.75,4893,,Confirmed planets
Kepler-1426 b,Not A Binary,,0.139,14.2563227,,,,,Kepler-1426,,1.02,1.02,5831,,Confirmed planets
Gamma Cephei b,S-type Binary,1.85,,903.3,2.05,0.049,,,gamma Cephei,14.102,1.4,4.9,4800,,"Confirmed planets, Planets in binary systems, S-type"
Kepler-930 b,Not A Binary,,0.19,71.4517775,,,,,Kepler-930,,1.25,1.4,6335,,Confirmed planets
HD 154672 b,Not A Binary,5.02,,163.91,0.6,0.61,357.1,,HD 154672,65.8,1.06,1.27,5714,,Confirmed planets
Kepler-1639 b,Not A Binary,,0.23,9.878482,,,,,Kepler-1639,,1.12,1.18,6150,,Confirmed planets
Kepler-353 c,Not A Binary,,0.12576,8.410894,,,,,Kepler-353,370.06,0.553,0.504,3903,,Confirmed planets
Kepler-353 b,Not A Binary,,0.08111,5.795278,,,,,Kepler-353,370.06,0.553,0.504,3903,,Confirmed planets
Kepler-125 b,Not A Binary,,0.21598,4.164389,,,,,Kepler-125,223.85,0.537,0.512,3810,,Confirmed planets
Kepler-125 c,Not A Binary,,0.06744,5.774464,,,,,Kepler-125,223.85,0.537,0.512,3810,,Confirmed planets
Kepler-645 b,Not A Binary,,0.187,3.27582262,,,,,Kepler-645,,1.13,1.21,6170,,Confirmed planets
HD 17092 b,Not A Binary,4.6,,359.9,1.29,0.166,513.6,,HD 17092,109,2.3,,4650,,Confirmed planets
Kepler-982 b,Not A Binary,,0.201,15.7738221,,,,,Kepler-982,,1.16,1.29,6139,,Confirmed planets
Kepler-162 c,Not A Binary,,0.27612,19.446355,,,,,Kepler-162,773.85,0.953,0.958,5816,,Confirmed planets
Kepler-162 b,Not A Binary,,0.11482,6.919798,,,,,Kepler-162,773.85,0.953,0.958,5816,,Confirmed planets
iota Draconis b,Not A Binary,8.82,,510.702,1.275,0.713,598.2,,HIP 75458,31.5,1.4,12.8,4445,,Confirmed planets
Kapteyn b,Not A Binary,0.015099,,48.616,0.168,0.21,,,Kapteyn,3.91,0.281,0.291,3550,11,Controversial
Kapteyn c,Not A Binary,0.02202,,121.54,0.311,0.23,,,Kapteyn,3.91,0.281,0.291,3550,11,Confirmed planets
HD 2952 b,Not A Binary,1.6,,311.6,1.2,0.129,,,HD 2952,115,2.5,12.02,4844,,Confirmed planets
HD 149143 b,Not A Binary,1.36,,4.088,0.052,0,1389.4,,HD 149143,63,1.1,,5730,,Confirmed planets
Kepler-635 b,Not A Binary,,0.236,23.44971004,,,,,Kepler-635,,1.33,1.51,6174,,Confirmed planets
KIC 5951458 b,Not A Binary,,0.589,1320.1,,,,,KIC 5951458,,0.98,1.52,6258,,Confirmed planets
WASP-1 b,S-type Binary,0.854,1.483,2.5199464,0.03889,0,1644.3,,WASP-1,380,1.24,1.47,6160,3.4,"Confirmed planets, Planets in binary systems, S-type"
Kepler-811 b,Not A Binary,,0.241,23.58447697,,,,,Kepler-811,,1.01,1.24,5747,,Confirmed planets
Kepler-1536 b,Not A Binary,,0.28,364.758031,,,,,Kepler-1536,,0.71,0.67,4434,,Confirmed planets
Kepler-1456 b,Not A Binary,,0.102,18.1373829,,,,,Kepler-1456,,0.64,0.62,4231,,Confirmed planets
HD 104985 b,Not A Binary,8.3,,199.505,0.95,0.09,,,HD 104985,97.1,2.3,11,4877,,Confirmed planets
KIC 10001893 b,Not A Binary,,,0.2197,0.005,,,,KIC 10001893,,0.47,0.24,27500,,Controversial
KIC 10001893 c,Not A Binary,,,0.3253,0.007,,,,KIC 10001893,,0.47,0.24,27500,,Controversial
KIC 10001893 d,Not A Binary,,,0.8116,0.01,,,,KIC 10001893,,0.47,0.24,27500,,Controversial
KOI-89.01,Not A Binary,,0.45,84.69,,,,,KOI-89,,1.965,2.3,7717,,Confirmed planets
KOI-89.02,Not A Binary,,0.43,207.58,,,,,KOI-89,,1.965,2.3,7717,,Confirmed planets
Kepler-1557 b,Not A Binary,,0.136,3.74032496,,,,,Kepler-1557,,1.11,1.17,6099,,Confirmed planets
Kepler-1135 b,Not A Binary,,0.165,76.957857,,,,,Kepler-1135,,0.96,0.94,5656,,Confirmed planets
HD 46375 A b,S-type Binary,0.249,,3.024,0.041,0.04,1132,,HD 46375,33.4,0.91,1,5199,,"Confirmed planets, Planets in binary systems, S-type"
Kepler-102 e,Not A Binary,0.028091,0.202309,16.1457,,,,,Kepler-102,119.3,0.8,0.74,4903,1.41,Confirmed planets
Kepler-102 d,Not A Binary,0.011954,0.107534,10.3117,,,,,Kepler-102,119.3,0.8,0.74,4903,1.41,Confirmed planets
Kepler-102 f,Not A Binary,,0.080195,27.4536,,,,,Kepler-102,119.3,0.8,0.74,4903,1.41,Confirmed planets
Kepler-102 c,Not A Binary,,0.052856,7.07142,,,,,Kepler-102,119.3,0.8,0.74,4903,1.41,Confirmed planets
Kepler-102 b,Not A Binary,,0.042831,5.28696,,,,,Kepler-102,119.3,0.8,0.74,4903,1.41,Confirmed planets
Kepler-363 d,Not A Binary,,0.18682,11.932125,,,,,Kepler-363,734.62,1.07,1.485,5593,,Confirmed planets
Kepler-363 c,Not A Binary,,0.15401,7.542427,,,,,Kepler-363,734.62,1.07,1.485,5593,,Confirmed planets
Kepler-363 b,Not A Binary,,0.10571,3.614568,,,,,Kepler-363,734.62,1.07,1.485,5593,,Confirmed planets
Kepler-1482 b,Not A Binary,,0.09,12.25383217,,,,,Kepler-1482,,0.88,0.84,5381,,Confirmed planets
Kepler-1629 b,Not A Binary,,0.069,3.87595807,,,,,Kepler-1629,,1.01,1.01,5776,,Confirmed planets
Kepler-938 b,Not A Binary,,0.198,52.6298417,,,,,Kepler-938,,0.92,0.89,5533,,Confirmed planets
Kepler-252 c,Not A Binary,,0.19593,10.848463,,,,,Kepler-252,337.11,0.61,0.549,4208,,Confirmed planets
Kepler-252 b,Not A Binary,,0.11209,6.668391,,,,,Kepler-252,337.11,0.61,0.549,4208,,Confirmed planets
Kepler-188 c,Not A Binary,,0.29071,5.996553,,,,,Kepler-188,1201.9,1.01,1.141,6021,,Confirmed planets
Kepler-188 b,Not A Binary,,0.1531,2.061897,,,,,Kepler-188,1201.9,1.01,1.141,6021,,Confirmed planets
OGLE-2013-BLG-0341L B b,S-type Binary,0.005222,,,0.702,,,,OGLE-2013-BLG-0341,911,0.1127,,,,"Confirmed planets, Planets in binary systems, S-type"
Kepler-211 c,Not A Binary,,0.11756,6.04045,,,,,Kepler-211,327.93,0.914,0.816,5123,,Confirmed planets
Kepler-211 b,Not A Binary,,0.11482,4.138575,,,,,Kepler-211,327.93,0.914,0.816,5123,,Confirmed planets
Kepler-875 b,Not A Binary,,0.259,27.5073799,,,,,Kepler-875,,1.06,1.11,5958,,Confirmed planets
Kepler-609 b,Not A Binary,,0.299,6.52121067,,,,,Kepler-609,,1.09,1.14,5971,,Confirmed planets
Kepler-234 b,Not A Binary,,0.33718,2.711506,,,,,Kepler-234,1867.58,1.09,1.113,6224,,Confirmed planets
Kepler-234 c,Not A Binary,,0.31987,7.21205,,,,,Kepler-234,1867.58,1.09,1.113,6224,,Confirmed planets
Kepler-1179 b,Not A Binary,,0.118,2.68505749,,,,,Kepler-1179,,0.84,0.81,5212,,Confirmed planets
Kepler-1358 b,Not A Binary,,0.1,7.06317341,,,,,Kepler-1358,,0.82,0.79,5181,,Confirmed planets
Kepler-1069 b,Not A Binary,,0.143,23.8990296,,,,,Kepler-1069,,0.99,0.98,5722,,Confirmed planets
Kepler-544 b,Not A Binary,,0.189,21.41616926,,,,,Kepler-544,,1.16,1.22,6206,,Confirmed planets
Kepler-860 b,Not A Binary,,0.289,5.10137945,,,,,Kepler-860,,1.04,1.06,5836,,Confirmed planets
Kepler-369 c,Not A Binary,,0.12849,14.871572,,,,,Kepler-369,279.57,0.47,0.471,3591,,Confirmed planets
Kepler-369 b,Not A Binary,,0.10298,2.732756,,,,,Kepler-369,279.57,0.47,0.471,3591,,Confirmed planets
HAT-P-38 b,Not A Binary,0.267,0.825,4.640382,0.0523,0.067,987,,HAT-P-38,249,0.886,0.923,5330,,Confirmed planets
Kepler-1548 b,Not A Binary,,0.236,124.828679,,,,,Kepler-1548,,0.99,0.97,5706,,Confirmed planets
Kepler-734 b,Not A Binary,,0.318,6.10485286,,,,,Kepler-734,,0.85,0.78,5326,,Confirmed planets
Kepler-254 b,Not A Binary,,0.35267,5.826662,,,,,Kepler-254,1607.46,1.021,0.91,5957,,Confirmed planets
Kepler-254 c,Not A Binary,,0.19593,12.412183,,,,,Kepler-254,1607.46,1.021,0.91,5957,,Confirmed planets
Kepler-254 d,Not A Binary,,0.22783,18.746477,,,,,Kepler-254,1607.46,1.021,0.91,5957,,Confirmed planets
Kepler-503 b,Not A Binary,,0.559,7.25844721,,,,,Kepler-503,,1.01,1.01,5754,,Confirmed planets
SR 12 C,P-type Binary,13,,,,,,,SR 12 AB,125,,,,,"Confirmed planets, Planets in binary systems, P-type"
Kepler-579 b,Not A Binary,,0.178,9.66857723,,,,,Kepler-579,,0.99,0.96,5636,,Confirmed planets
Kepler-280 b,Not A Binary,,0.13214,2.139542,,,,,Kepler-280,771.8,0.957,0.886,5744,,Confirmed planets
Kepler-280 c,Not A Binary,,0.18317,4.807091,,,,,Kepler-280,771.8,0.957,0.886,5744,,Confirmed planets
Kepler-1251 b,Not A Binary,,0.164,45.0904643,,,,,Kepler-1251,,0.92,0.89,5545,,Confirmed planets
Kepler-617 b,Not A Binary,,0.118,1.68269615,,,,,Kepler-617,,0.51,0.48,3712,,Confirmed planets
Kepler-641 b,Not A Binary,,0.165,9.48961571,,,,,Kepler-641,,1.02,1.13,5713,,Confirmed planets
OGLE-2012-BLG-0026L b,Not A Binary,0.145,,,,,,,OGLE-2012-BLG-0026L,4019,1.06,,,,Confirmed planets
OGLE-2012-BLG-0026L c,Not A Binary,0.86,,,,,,,OGLE-2012-BLG-0026L,4019,1.06,,,,Confirmed planets
Kepler-708 b,Not A Binary,,0.261,3.16789194,,,,,Kepler-708,,0.97,0.96,5692,,Confirmed planets
Kepler-1594 b,Not A Binary,,0.095,2.71603809,,,,,Kepler-1594,,1.06,1.08,5946,,Confirmed planets
HD 38529 A b,S-type Binary,0.78,,14.3104,0.131,0.248,,,HD 38529,39.28,1.48,2.44,,,"Confirmed planets, Planets in binary systems, S-type"
HD 38529 A c,S-type Binary,17.7,,2134.76,3.695,0.36,,,HD 38529,39.28,1.48,2.44,,,"Confirmed planets, Planets in binary systems, S-type"
WASP-4 b,Not A Binary,1.1215,1.363,1.33823187,0.02312,0,1710.4,,WASP-4,300,0.93,1.15,5500,,Confirmed planets
Kepler-238 e,Not A Binary,,0.75274,23.653647,,,,,Kepler-238,1659.85,0.97,1.43,5751,,Confirmed planets
